Band Number,Date,Time,Site,Bander,Species,Age,Sex,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments
9100-57153,8/23/2012,14:39,MP1,FCE,BTLH,AHY,F,3.8,51.3,18.2,31,,,,,,
9100-57154,8/23/2012,14:49,MP1,FCE,BTLH,AHY,F,4,49.4,19.2,30,,,,,,
9100-57155,8/23/2012,15:00,MP1,FCE,BTLH,HY,F,3.6,50,18.8,29.4,,,,,,
9100-57156,8/23/2012,15:12,MP1,FCE,BTLH,AHY,F,3.5,50.5,20.3,30.3,,,,,,
9100-57158,8/23/2012,15:42,MP1,FCE,BTLH,AHY,F,3.4,49.7,20,30.1,,,,,,
9100-57159,8/23/2012,15:42,MP1,FCE,BTLH,HY,F,3.6,49.9,19,30.2,,,,,,
9100-57160,8/23/2012,15:42,MP1,FCE,BTLH,AHY,F,3.5,50.3,19,30.8,,,,,,
9100-57161,8/22/2012,18:45,MCGC,TBE,BTLH,HY,M,4,48.2,17.5,29,,,,,,
9100-57162,8/26/2012,7:08,MCGC,FCE,BTLH,HY,M,4,50.5,17.8,31.8,,,,,,
9100-57163,8/22/2012,18:50,MCGC,TBE,BTLH,HY,M,4.1,50,19,30.5,,,,,,
9100-57164,8/23/2012,7:19,MCGC,FCE,BTLH,HY,M,3.6,49.6,18.2,28.5,,,,,,
9100-57165,8/23/2012,7:28,MCGC,FCE,BTLH,HY,M,3.5,48.7,16.2,28.8,,,,,,
9100-57166,8/23/2012,13:22,MP1,FCE,RUHU,HY,F,4.1,46,18.7,27,,,,,,
9100-57167,8/23/2012,13:30,MP1,FCE,BTLH,HY,M,4.1,50.6,18.2,30,,,,,,
9100-57168,8/23/2012,15:10,MP1,FCE,BTLH,HY,M,3.8,48.5,16.1,28.8,,,,,,
9100-57169,8/25/2012,9:12,MP1,TBE,BTLH,HY,M,3.7,49.3,16,31.5,,,,,,
9100-57170,8/25/2012,9:30,MP1,FCE,BTLH,HY,M,3.7,50.6,17.1,29.6,,,,,,
9100-57171,8/25/2012,9:43,MP1,FCE,BTLH,HY,M,3.6,49.7,17.9,30,,,,,,
9100-57172,8/25/2012,10:30,MP1,FCE,RUHU,HY,F,3.4,45.5,17.2,26.2,,,,,,
9100-57173,8/25/2012,10:31,MP1,FCE,BTLH,HY,M,3.3,49.4,17,30,,,,,,
9100-57174,8/25/2012,10:45,MP1,FCE,BTLH,HY,M,3.6,50.1,19.1,29,,,,,,
9100-57175,8/25/2012,10:46,MP1,FCE,BTLH,HY,M,3.6,48.8,16,29.1,,,,,,
9100-57176,9/6/2012,17:26,MP1,FCE,BTLH,HY,M,4.4,50.6,17,31,,,,,,
9100-57181,8/25/2012,9:12,MP1,TBE,BTLH,AHY,F,3.5,48.9,18,30,,,,,,
9100-57182,8/25/2012,9:30,MP1,TBE,BTLH,HY,F,3.5,47.5,18,28.5,,,,,,
9100-57183,8/25/2012,9:55,MP1,TBE,BTLH,AHY,F,3.2,48.7,19,30.2,,,,,,
9100-57184,8/25/2012,10:08,MP1,FCE,BTLH,HY,F,3.4,49.9,18.8,30.5,,,,,,
9100-57185,8/25/2012,10:18,MP1,FCE,BTLH,HY,F,3.4,48.4,19.2,30.1,,,,,,
9100-57186,8/26/2012,7:00,MCGC,FCE,BTLH,HY,F,3.9,49.1,17.8,28,,,,,,
9100-57187,8/26/2012,7:20,MCGC,FCE,BTLH,HY,F,4.1,48.4,18.4,29.8,,,,,,
9100-57188,8/26/2012,7:28,MCGC,TBE,BTLH,HY,F,4.2,48.3,17.2,28.5,,,,,,
9100-57189,8/26/2012,8:10,MCGC,TBE,BTLH,HY,F,3.7,48.7,17,30,,,,,,
9100-57190,8/26/2012,12:53,GNMTN,FCE,BTLH,HY,F,4.2,50.3,17,30,,,,,,
9100-57191,8/26/2012,13:01,GNMTN,FCE,BTLH,HY,F,3.6,51.1,18.1,30.5,,,,,,
9100-57192,8/29/2012,7:16,MCGC,FCE,BTLH,HY,F,3.7,48.7,18.3,29.2,,,,,,
9100-57193,8/29/2012,7:53,MCGC,FCE,BTLH,AHY,F,3.7,49.5,19.2,29.1,,,,,,
9100-57194,8/29/2012,8:26,MCGC,FCE,BTLH,HY,F,3.7,48.7,17.8,29,,,,,,
9100-57195,8/31/2012,9:45,MP1,FCE,BTLH,HY,F,3.7,48,18.1,29.1,,,,,,
9100-57196,8/26/2012,8:25,MCGC,FCE,CAHU,HY,M,2.7,42.8,14.5,20.5,,,,,,
9100-57201,8/30/2012,9:58,HPK2,FCE,BTLH,AHY,F,3.9,50.4,20.8,30.5,,,,,,
9100-57202,8/30/2012,11:14,HPK2,FCE,BTLH,HY,F,3.4,49.8,19.5,30.5,,,,,,
9100-57203,8/30/2012,16:40,MP1,FCE,BTLH,HY,F,3.6,49.5,19.2,30.4,,,,,,
9100-57204,8/30/2012,17:20,MP1,FCE,BTLH,HY,M,3.7,50.2,17.4,30,,,,,,
9100-57205,8/31/2012,7:40,MP1,FCE,BTLH,HY,F,3.9,50.7,19.1,30,,,,,,
9100-57206,8/31/2012,7:40,MP1,TBE,BTLH,HY,F,3.7,49.5,18.8,29.5,,,,,,
9100-57207,8/31/2012,8:16,MP1,TBE,BTLH,HY,F,4,48.1,18.2,30,,,,,,
9100-57208,8/31/2012,8:21,MP1,TBE,BTLH,HY,F,3.5,49.2,17.2,30,,,,,,
9100-57209,8/31/2012,8:23,MP1,FCE,BTLH,HY,F,3.3,48.9,18.2,29,,,,,,
9100-57210,8/31/2012,9:35,MP1,FCE,BTLH,HY,F,4,48.9,18.1,30.2,,,,,,
9100-57211,8/31/2012,9:45,MP1,FCE,BTLH,HY,F,4,52.1,20,31,,,,,,
9100-57212,8/31/2012,10:15,MP1,FCE,BTLH,HY,F,3.5,48.1,19.1,31.3,,,,,,
9100-57213,8/31/2012,10:20,MP1,FCE,BTLH,HY,F,3.8,49.4,19,31,,,,,,
9100-57214,8/31/2012,10:20,MP1,TBE,BTLH,HY,F,3.6,49.6,17.5,30.5,,,,,,
9100-57215,8/31/2012,10:40,MP1,FCE,BTLH,HY,F,3.8,50.8,19,29,,,,,,
9100-57216,8/31/2012,17:55,MCGC,TBE,BTLH,HY,F,3.4,47.5,17,30,,,,,,
9100-57217,8/31/2012,18:48,MCGC,FCE,BTLH,HY,F,3.8,50.7,19,29.8,,,,,,
9100-57218,8/31/2012,19:06,MCGC,FCE,BTLH,HY,F,4.3,50,18,31,,,,,,
9100-57219,9/1/2012,10:36,KV1,FCE,BTLH,AHY,F,3.8,51.6,19.8,31,,,,,,
9100-57220,9/1/2012,14:55,HOLZ,FCE,BTLH,AHY,F,3.3,49.6,20,30.1,,,,,,
9100-57221,9/2/2012,10:58,MP1,FCE,BTLH,HY,M,3.6,48.5,17.8,30.2,,,,,,
9100-57222,9/2/2012,11:25,MP1,TBE,BTLH,HY,F,3.8,50.7,19.2,30,,,,,,
9100-57223,9/2/2012,11:30,MP1,TBE,BTLH,HY,F,3.6,50.6,17.5,31,,,,,,
9100-57224,9/2/2012,12:15,MP1,TBE,BTLH,HY,F,3.3,50.4,19,30,,,,,,
9100-57225,9/2/2012,12:15,MP1,FCE,BTLH,HY,F,4.1,48.3,18.1,29.2,,,,,,
9100-57226,9/2/2012,12:45,MP1,TBE,BTLH,HY,F,4.1,47.8,18,29,,,,,,
9100-57227,9/3/2012,8:21,HPK2,FCE,BTLH,HY,F,4.1,50.1,18.7,29.1,,,,,,
9100-57228,9/3/2012,9:12,HPK2,FCE,BTLH,AHY,F,4.3,51.3,19.6,30.4,,,,,,
9100-57229,9/3/2012,10:21,MP1,FCE,BTLH,HY,F,3.6,48.4,18,28.8,,,,,,
9100-57230,9/3/2012,10:48,MP1,FCE,BTLH,HY,F,3.5,49.9,18,30.2,,,,,,
9100-57231,8/30/2012,8:50,HPK2,FCE,BTLH,HY,M,3.4,48.2,,28.2,,,,,,
9100-57232,8/30/2012,9:17,HPK2,FCE,BTLH,HY,M,3.5,48.8,18,30.1,,,,,,
9100-57233,8/30/2012,9:50,HPK2,FCE,BTLH,HY,M,3.8,49.3,18.2,29.5,,,,,,
9100-57234,8/30/2012,11:05,MP1,FCE,BTLH,HY,M,3.4,49.3,18,30.2,,,,,,
9100-57235,8/30/2012,11:14,MP1,FCE,BTLH,HY,M,3.5,48.2,17.8,30.6,,,,,,
9100-57236,8/30/2012,11:14,MP1,FCE,BTLH,HY,M,4.4,50.1,17,30,,,,,,
9100-57237,8/30/2012,16:45,MP1,FCE,BTLH,HY,M,4.1,48.9,17.4,29,,,,,,
9100-57238,8/30/2012,16:45,MP1,FCE,BTLH,HY,M,4,48.1,18,29,,,,,,
9100-57239,8/30/2012,17:05,MP1,FCE,BTLH,HY,M,4.4,50.4,18.1,30,,,,,,
9100-57240,8/30/2012,17:32,MP1,FCE,BTLH,HY,M,4,49.7,16.2,30.8,,,,,,
9100-57241,8/30/2012,17:32,MP1,FCE,BTLH,HY,M,4.1,50.1,16.2,30,,,,,,
9100-57242,8/31/2012,7:56,MP1,FCE,BTLH,HY,M,4,49.1,18.2,29.5,,,,,,
9100-57243,8/31/2012,8:21,MP1,FCE,BTLH,HY,M,3.8,49.4,17.5,29.1,,,,,,
9100-57244,8/31/2012,8:23,MP1,TBE,BTLH,HY,M,3.5,50.1,17.5,30.5,,,,,,
9100-57245,8/31/2012,8:48,MP1,FCE,BTLH,HY,M,3.7,50.9,19.2,30.1,,,,,,
9100-57246,8/31/2012,9:00,MP1,FCE,BTLH,HY,M,4.1,49.2,16.3,30.8,,,,,,
9100-57247,8/31/2012,9:08,MP1,FCE,BTLH,HY,M,3.9,48.9,18.2,29.9,,,,,,
9100-57248,8/31/2012,10:18,MP1,FCE,BTLH,HY,M,3.4,50.1,17.2,31,,,,,,
9100-57249,9/2/2012,7:43,MCGC,FCE,BTLH,HY,M,3.9,49.4,16.8,30,,,,,,
9100-57250,9/2/2012,7:50,MCGC,FCE,BTLH,HY,M,3.6,47,17.5,29.5,,,,,,
9100-57251,8/26/2012,7:35,MCGC,FCE,BTLH,HY,M,3.4,48.6,16.8,28,,,,,,
9100-57252,8/26/2012,7:58,MCGC,TBE,BTLH,HY,M,3.4,48.2,17.5,28.5,,,,,,
9100-57253,8/26/2012,7:58,MCGC,FCE,BTLH,HY,M,3.3,48.9,18,29.5,,,,,,
9100-57254,8/26/2012,8:32,MCGC,FCE,BTLH,HY,M,4,50.9,17.8,29.2,,,,,,
9100-57255,8/26/2012,9:00,MCGC,TBE,BTLH,HY,M,3.5,48.4,16.5,30,,,,,,
9100-57256,8/26/2012,12:30,GNMTN,FCE,BTLH,HY,M,4.2,49.6,17,30,,,,,,
9100-57257,8/26/2012,13:22,GNMTN,FCE,BTLH,HY,M,4,49.3,18,30,,,,,,
9100-57258,8/26/2012,13:30,GNMTN,FCE,BTLH,HY,M,4.5,49.7,17.2,30.2,,,,,,
9100-57259,8/26/2012,13:45,GNMTN,FCE,BTLH,HY,M,3.8,50.4,17.8,31,,,,,,
9100-57260,8/29/2012,6:40,MCGC,FCE,BTLH,HY,M,3.6,50.5,18,30.5,,,,,,
9100-57261,8/29/2012,7:17,MCGC,FCE,BTLH,HY,M,3.5,48.7,18,29,,,,,,
9100-57262,8/29/2012,7:39,MCGC,FCE,BTLH,HY,M,3.3,48.6,17,29.5,,,,,,
9100-57263,8/29/2012,8:13,MCGC,FCE,BTLH,HY,M,3.8,50.1,18.1,29.8,,,,,,
9100-57264,8/29/2012,8:27,MCGC,FCE,BTLH,HY,M,3.8,49.4,18,30,,,,,,
9100-57265,8/29/2012,8:35,MCGC,TBE,BTLH,HY,M,3.2,49.4,17.3,29.4,,,,,,
9100-57266,9/2/2012,10:23,MP1,FCE,BTLH,HY,M,3.6,50.2,18,31,,,,,,
9100-57267,9/2/2012,10:23,MP1,TBE,BTLH,HY,M,3.3,46.5,17,30,,,,,,
9100-57268,9/2/2012,10:38,MP1,FCE,BTLH,HY,M,3.3,50.7,18.5,30.2,,,,,,
9100-57269,9/2/2012,10:38,MP1,TBE,BTLH,HY,M,3.7,50.9,16.9,31,,,,,,
9100-57270,9/2/2012,10:49,MP1,FCE,BTLH,HY,M,3.1,49.7,17.9,29,,,,,,
9100-57271,9/2/2012,10:50,MP1,TBE,BTLH,HY,M,3.7,49.4,17.2,31,,,,,,
9100-57272,9/2/2012,11:30,MP1,FCE,BTLH,HY,M,3.5,49.7,17.6,31.1,,,,,,
9100-57273,9/2/2012,11:45,MP1,FCE,BTLH,HY,M,3.8,49.2,17.7,29.8,,,,,,
9100-57274,9/2/2012,11:58,MP1,FCE,BTLH,HY,M,3.7,50.7,17.7,29.9,,,,,,
9100-57275,9/2/2012,12:14,MP1,FCE,BTLH,HY,M,3.4,49.5,17.2,30,,,,,,
9100-57276,9/2/2012,12:56,MP1,FCE,BTLH,HY,M,3.4,49.6,16.7,29.5,,,,,,
9100-57277,9/2/2012,13:00,MP1,FCE,BTLH,HY,M,3.8,50,18.3,30,,,,,,
9100-57278,9/3/2012,10:23,MP1,FCE,BTLH,HY,M,3.9,48,17,28,,,,,,
9100-57279,9/3/2012,10:48,MP1,FCE,BTLH,HY,M,3.3,47.7,18.1,28.9,,,,,,
9100-57280,9/3/2012,11:10,MP1,FCE,BTLH,HY,M,3.7,48.8,17.2,29,,,,,,
9100-57281,9/3/2012,11:10,MP1,FCE,BTLH,HY,M,3.9,50.4,16.1,30.1,,,,,,
9100-57282,9/3/2012,11:41,MP1,FCE,BTLH,HY,M,3.2,49.9,17.2,29.5,,,,,,
9100-57283,9/3/2012,11:41,MP1,FCE,BTLH,HY,M,3.4,49,18,30,,,,,,
9100-57284,9/3/2012,11:58,MP1,FCE,BTLH,HY,M,4.2,49.7,17.3,29.9,,,,,,
9100-57288,9/4/2012,9:15,MCGC,FCE,BTLH,HY,M,3.8,49.1,17.2,29.5,,,,,,
9100-57289,9/4/2012,17:20,MP1,FCE,RUHU,HY,F,3.5,44.3,18,27,,,,,,
9100-57290,9/4/2012,17:30,MP1,FCE,BTLH,HY,M,3.9,48.1,17.2,28.9,,,,,,
9100-57291,9/4/2012,17:45,MP1,FCE,BTLH,HY,M,3.8,49.3,18.2,28.2,,,,,,
9100-57292,9/6/2012,16:57,MP1,FCE,BTLH,HY,M,3.5,50.5,18.2,30.5,,,,,,
9100-57293,9/7/2012,16:15,MP1,FCE,BTLH,HY,M,3.9,49,18,29.8,,,,,,
9100-57294,9/6/2012,18:32,MP1,FCE,BTLH,HY,M,4.2,50.7,17,30.2,,,,,,
9100-57295,9/6/2012,18:32,MP1,FCE,BTLH,HY,M,4.6,49.4,17.8,29.7,,,,,,
9100-57296,9/7/2012,6:56,MCGC,FCE,BTLH,HY,M,3.3,48.9,18.2,29.5,,,,,,
9100-57297,9/9/2012,7:40,MCGC,FCE,BTLH,HY,M,3.5,49.6,17,29.4,,,,,,
9100-57298,9/9/2012,9:26,MP1,TBE,BTLH,HY,M,3.4,47.7,16.5,28,,,,,,
9100-57299,9/9/2012,9:40,MP1,FCE,BTLH,HY,M,4,49.4,16.2,,,,,,,rectrices growing in
9100-57300,9/9/2012,9:58,MP1,FCE,BTLH,HY,M,3.8,48.4,16.2,29,,,,,,
9100-57311,9/8/2012,11:16,GNMTN,TBE,BTLH,AHY,F,3.5,49.5,19.5,30,,,,,,
9100-57312,9/9/2012,10:40,MP1,FCE,BTLH,HY,F,3.4,50.5,18.8,30.8,,,,,,
9100-57313,9/9/2012,11:03,MP1,FCE,BTLH,HY,F,3.7,49,19.1,30,,,,,,
9100-57314,9/9/2012,11:35,MP1,FCE,BTLH,HY,F,3.7,50.4,18,31,,,,,,
9100-57315,9/9/2012,11:40,MP1,FCE,BTLH,HY,F,3.3,51.6,18,31,,,,,,
9100-57316,9/15/2012,9:09,MP1,TBE,BTLH,HY,F,3.4,47.3,18.4,30,,,,,,
9100-57317,9/15/2012,10:13,MP1,FCE,BTLH,HY,F,3.6,49.4,18.3,30.7,,,,,,
9100-57318,9/16/2012,10:11,MP1,FCE,BTLH,HY,F,4.3,48.6,18.3,29.5,,,,,,
9100-57321,9/9/2012,10:11,MP1,FCE,BTLH,HY,M,3.5,49.5,17.5,29.9,,,,,,
9100-57322,9/9/2012,10:11,MP1,TBE,BTLH,HY,M,3.4,49.5,16.7,29.2,,,,,,
9100-57323,9/9/2012,10:13,MP1,FCE,BTLH,HY,M,3.8,48.1,17.2,29.2,,,,,,
9100-57324,9/9/2012,10:33,MP1,FCE,BTLH,HY,M,3.9,50.8,17.1,30.2,,,,,,
9100-57325,9/9/2012,11:13,MP1,FCE,BTLH,HY,M,3.6,49.8,17.1,30.9,,,,,,
9100-57326,9/9/2012,11:21,MP1,FCE,BTLH,HY,M,3.6,48.8,,29.2,,,,,,
9100-57381,9/4/2012,18:30,MP1,FCE,BTLH,HY,M,4.2,49.6,17.2,30,,,,,,
9100-57382,9/6/2012,17:09,MP1,FCE,BTLH,HY,F,3.7,49.5,18.8,30.2,,,,,,
9100-57383,9/6/2012,17:09,MP1,FCE,BTLH,HY,F,3.7,49.1,18,29.1,,,,,,
9100-57384,9/6/2012,17:38,MP1,FCE,BTLH,HY,F,3.8,48.2,18,29.2,,,,,,
9100-57385,9/6/2012,17:38,MP1,FCE,BTLH,HY,F,4,48.7,17,28.8,,,,,,
9100-57386,9/6/2012,17:38,MP1,FCE,BTLH,HY,F,3.7,49.8,18,30,,,,,,
9100-57387,9/6/2012,18:07,MP1,FCE,BTLH,HY,F,3.6,49.4,18.1,30,,,,,,
9100-57388,9/6/2012,18:16,MP1,FCE,BTLH,HY,F,3.8,49.4,17.2,29,,,,,,
9100-57389,9/7/2012,15:33,MP1,FCE,BTLH,HY,F,4,50.8,18.2,31,,,,,,
9100-57390,9/7/2012,16:25,MP1,FCE,BTLH,HY,F,3.5,50.1,18,29.3,,,,,,
9100-57395,9/4/2012,8:48,MCGC,FCE,BTLH,AHY,F,4.2,49.8,19,29.1,,,,,,
9100-57396,9/4/2012,10:28,CC3,FCE,BTLH,AHY,F,3.5,49.4,19.7,28.5,,,,,,
9100-57397,9/4/2012,11:03,CC3,FCE,BTLH,AHY,F,,,,,,,,,,escaped
9100-57398,9/4/2012,11:48,CC3,FCE,BTLH,HY,F,3.5,48.8,19.1,,,,,,,
9100-57399,9/4/2012,18:08,MP1,FCE,BTLH,HY,F,3.7,49.2,18.3,30,,,,,,
9100-57400,9/4/2012,18:20,MP1,FCE,BTLH,HY,F,3.6,50,17.8,30.1,,,,,,
